# peacockdb cost-model calibration record. One row per CALL — per
# (plan node, recipe step, call index), not per node and not per output partition: one
#   plan node publishes several recipe steps, and a batched run drives each of them once
#   per batch per lane. A call answering with several output partitions is still ONE row;
#   its cost is the sum over its regions, because the shared prologue is charged to p0.
# A benchmark executes its plan several times and writes EVERY measured execution, in
#   the order they ran; the .benchmark.txt beside it reports one chosen run instead. So
#   the same (query, mode, node_seq, recipe_seq, call_index) recurs once per execution,
#   told apart by run_index. Spread across executions is data.
# ONE FILE IS ONE RUN. The `# run:` lines below hold what is constant across it, and
#   each of them changes what the microseconds MEAN — so appending a run that disagrees
#   with them is refused rather than merged.
# mode = the batch-partitioned planning mode, `bp-tp4-sized` and the like. The same query
#   at two modes is a different plan and a different set of calls.
# node_seq = the node's position in the TREE, post-order — the same space recipe_seq is
#   in. The driver numbers nodes pre-order, so this is a translation and not the index a
#   report is walked by.
# lane = the lane the node was DRIVEN on. A scatter is driven on one and emits into four,
#   a cross-lane accumulator the other way round; a call belongs to the driving one.
# recipe_seq = the seq the call addressed in the FlatBuffers plan. Deliberately a different
#   index from node_seq: one plan node with two calls is one tree position and two fb ones.
# recipe_kind = the fb node kind the call addressed, `CudfAggregate{Partial}` and the
#   like. Redundant with recipe_seq given the plan, and written anyway so a row is
#   readable without one.
# call_index = which call of this recipe_seq the session had reached, 0 for the first.
#   The number C++ counts to independently, and the key the two halves of a measurement
#   meet on.
# run_index = which execution of the case, 0 for the first MEASURED one — the warm-up is
#   not written. Derivable from a repeat of call_index 0 and written anyway, so that a
#   file joined against this one (hbm.tsv) names the same execution by the same number
#   rather than by its own count of the same boundary.
# out_rows/out_bytes = what the call answered with, summed over its output partitions.
#   Both come from the device's region: a call in the middle of a node's chain hands the
#   raw handle on, so this side never built a batch from it and never priced it.
# in_rows/in_bytes = what the CALLER handed over, summed over the call's input slots.
#   Empty where the input was the previous call's output: nothing on this side priced it,
#   and that call's own out_bytes is the figure.
# peacock_host_us = host time before the region's first device touch — the prologue only
#   peacockdb pays.
# cudf_host_us = host time from that touch to the end of the region. NOT launch cost:
#   cuDF and rmm synchronize internally, so it follows device_us closely.
# device_us = between the region's CUDA events, on the one stream everything is issued
#   to. An interval of that stream, not a figure for the device as a whole.
# hbm_bytes is NOT here: it comes from Nsight and joins on the same tuple.
# run: timing_mode=events
# run: build_profile=benchmarks opt-level=3
# run: allocator=rmm-pool initial=118.3GiB max=132.2GiB of 139.2GiB free on a discrete device
dataset	sf	query	mode	node_seq	node_type	lane	recipe_seq	recipe_kind	call_index	run_index	in_rows	in_bytes	out_rows	out_bytes	peacock_host_us	cudf_host_us	device_us
tpch	40	q19	bp-tp1-single	6	GpuAggregate	0	6	CudfAggregate{Partial}	0	2	4526	145964	1	17	1	581	580
tpch	40	q19	bp-tp1-single	5	GpuJoin	0	5	CudfHashJoin{Inner}	0	2	5162405	291265014	4526	145964	2	5826	5721
tpch	40	q19	bp-tp1-single	2	GpuCoalesceAllBatches	0	2	CudfCoalescePartitions	0	2	19343	682010	19343	682010	0	188	187
tpch	40	q19	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	2	8000000	288601447	19343	682010	2	8310	8309
tpch	40	q19	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	2	0	0	8000000	288601447	1	45387	45385
tpch	40	q19	bp-tp1-single	4	GpuFilter	0	4	CudfFilter	0	2	240012290	19449460578	5143062	290583004	5	58942	59066
tpch	40	q19	bp-tp1-single	3	GpuLoadParquet	0	3	CudfScan	0	2	0	0	240012290	19449460578	3	612444	612444
tpch	40	q19	bp-tp1-single	8	GpuProject	0	10	CudfProject	0	3	1	17	1	17	0	10	9
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	7	CudfCoalescePartitions	0	3	1	17	1	17	0	14	13
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	8	CudfAggregate{Merge}	0	3	1		1	17	0	274	273
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	9	CudfProject{finalize}	0	3	1	17	1	17	0	11	10
tpch	40	q19	bp-tp1-single	6	GpuAggregate	0	6	CudfAggregate{Partial}	0	3	4526	145964	1	17	1	597	595
tpch	40	q19	bp-tp1-single	5	GpuJoin	0	5	CudfHashJoin{Inner}	0	3	5162405	291265014	4526	145964	2	5833	5731
tpch	40	q19	bp-tp1-single	2	GpuCoalesceAllBatches	0	2	CudfCoalescePartitions	0	3	19343	682010	19343	682010	0	186	184
tpch	40	q19	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	3	8000000	288601447	19343	682010	2	8325	8324
tpch	40	q19	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	3	0	0	8000000	288601447	2	45197	45194
tpch	40	q19	bp-tp1-single	4	GpuFilter	0	4	CudfFilter	0	3	240012290	19449460578	5143062	290583004	5	58883	59004
tpch	40	q19	bp-tp1-single	3	GpuLoadParquet	0	3	CudfScan	0	3	0	0	240012290	19449460578	3	613760	613760
tpch	40	q19	bp-tp1-single	8	GpuProject	0	10	CudfProject	0	4	1	17	1	17	0	10	9
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	7	CudfCoalescePartitions	0	4	1	17	1	17	0	13	12
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	8	CudfAggregate{Merge}	0	4	1		1	17	0	263	261
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	9	CudfProject{finalize}	0	4	1	17	1	17	0	13	12
tpch	40	q19	bp-tp1-single	6	GpuAggregate	0	6	CudfAggregate{Partial}	0	4	4526	145964	1	17	1	598	597
tpch	40	q19	bp-tp1-single	5	GpuJoin	0	5	CudfHashJoin{Inner}	0	4	5162405	291265014	4526	145964	2	5858	5741
tpch	40	q19	bp-tp1-single	2	GpuCoalesceAllBatches	0	2	CudfCoalescePartitions	0	4	19343	682010	19343	682010	0	187	186
tpch	40	q19	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	4	8000000	288601447	19343	682010	2	8790	8789
tpch	40	q19	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	4	0	0	8000000	288601447	2	45166	45164
tpch	40	q19	bp-tp1-single	4	GpuFilter	0	4	CudfFilter	0	4	240012290	19449460578	5143062	290583004	5	58836	58965
tpch	40	q19	bp-tp1-single	3	GpuLoadParquet	0	3	CudfScan	0	4	0	0	240012290	19449460578	3	613498	613498
tpch	40	q19	bp-tp1-single	8	GpuProject	0	10	CudfProject	0	5	1	17	1	17	0	11	10
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	7	CudfCoalescePartitions	0	5	1	17	1	17	0	11	11
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	8	CudfAggregate{Merge}	0	5	1		1	17	0	266	265
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	9	CudfProject{finalize}	0	5	1	17	1	17	0	12	11
tpch	40	q19	bp-tp1-single	6	GpuAggregate	0	6	CudfAggregate{Partial}	0	5	4526	145964	1	17	1	600	599
tpch	40	q19	bp-tp1-single	5	GpuJoin	0	5	CudfHashJoin{Inner}	0	5	5162405	291265014	4526	145964	2	5840	5730
tpch	40	q19	bp-tp1-single	2	GpuCoalesceAllBatches	0	2	CudfCoalescePartitions	0	5	19343	682010	19343	682010	0	184	183
tpch	40	q19	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	5	8000000	288601447	19343	682010	2	8288	8286
tpch	40	q19	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	5	0	0	8000000	288601447	2	45108	45105
tpch	40	q19	bp-tp1-single	4	GpuFilter	0	4	CudfFilter	0	5	240012290	19449460578	5143062	290583004	3	58931	59058
tpch	40	q19	bp-tp1-single	3	GpuLoadParquet	0	3	CudfScan	0	5	0	0	240012290	19449460578	3	612241	612241
tpch	40	q19	bp-tp1-single	8	GpuProject	0	10	CudfProject	0	6	1	17	1	17	0	11	10
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	7	CudfCoalescePartitions	0	6	1	17	1	17	0	13	13
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	8	CudfAggregate{Merge}	0	6	1		1	17	0	265	264
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	9	CudfProject{finalize}	0	6	1	17	1	17	0	12	11
tpch	40	q19	bp-tp1-single	6	GpuAggregate	0	6	CudfAggregate{Partial}	0	6	4526	145964	1	17	1	593	592
tpch	40	q19	bp-tp1-single	5	GpuJoin	0	5	CudfHashJoin{Inner}	0	6	5162405	291265014	4526	145964	2	5880	5774
tpch	40	q19	bp-tp1-single	2	GpuCoalesceAllBatches	0	2	CudfCoalescePartitions	0	6	19343	682010	19343	682010	0	185	184
tpch	40	q19	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	6	8000000	288601447	19343	682010	2	8308	8307
tpch	40	q19	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	6	0	0	8000000	288601447	1	45103	45101
tpch	40	q19	bp-tp1-single	4	GpuFilter	0	4	CudfFilter	0	6	240012290	19449460578	5143062	290583004	5	58919	59043
tpch	40	q19	bp-tp1-single	3	GpuLoadParquet	0	3	CudfScan	0	6	0	0	240012290	19449460578	3	614577	614576
tpch	40	q19	bp-tp1-single	8	GpuProject	0	10	CudfProject	0	7	1	17	1	17	0	10	9
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	7	CudfCoalescePartitions	0	7	1	17	1	17	0	14	13
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	8	CudfAggregate{Merge}	0	7	1		1	17	0	274	273
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	9	CudfProject{finalize}	0	7	1	17	1	17	0	12	11
tpch	40	q19	bp-tp1-single	6	GpuAggregate	0	6	CudfAggregate{Partial}	0	7	4526	145964	1	17	1	621	619
tpch	40	q19	bp-tp1-single	5	GpuJoin	0	5	CudfHashJoin{Inner}	0	7	5162405	291265014	4526	145964	2	5901	5784
tpch	40	q19	bp-tp1-single	2	GpuCoalesceAllBatches	0	2	CudfCoalescePartitions	0	7	19343	682010	19343	682010	0	255	252
tpch	40	q19	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	7	8000000	288601447	19343	682010	2	8755	8752
tpch	40	q19	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	7	0	0	8000000	288601447	2	45126	45124
tpch	40	q19	bp-tp1-single	4	GpuFilter	0	4	CudfFilter	0	7	240012290	19449460578	5143062	290583004	5	58844	58975
tpch	40	q19	bp-tp1-single	3	GpuLoadParquet	0	3	CudfScan	0	7	0	0	240012290	19449460578	4	616810	616809
tpch	40	q19	bp-tp1-single	8	GpuProject	0	10	CudfProject	0	8	1	17	1	17	0	10	9
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	7	CudfCoalescePartitions	0	8	1	17	1	17	0	15	13
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	8	CudfAggregate{Merge}	0	8	1		1	17	0	273	271
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	9	CudfProject{finalize}	0	8	1	17	1	17	0	11	10
tpch	40	q19	bp-tp1-single	6	GpuAggregate	0	6	CudfAggregate{Partial}	0	8	4526	145964	1	17	1	592	590
tpch	40	q19	bp-tp1-single	5	GpuJoin	0	5	CudfHashJoin{Inner}	0	8	5162405	291265014	4526	145964	2	5877	5771
tpch	40	q19	bp-tp1-single	2	GpuCoalesceAllBatches	0	2	CudfCoalescePartitions	0	8	19343	682010	19343	682010	0	185	184
tpch	40	q19	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	8	8000000	288601447	19343	682010	2	8344	8341
tpch	40	q19	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	8	0	0	8000000	288601447	2	45593	45591
tpch	40	q19	bp-tp1-single	4	GpuFilter	0	4	CudfFilter	0	8	240012290	19449460578	5143062	290583004	5	58926	59051
tpch	40	q19	bp-tp1-single	3	GpuLoadParquet	0	3	CudfScan	0	8	0	0	240012290	19449460578	4	618277	618276
tpch	40	q19	bp-tp1-single	8	GpuProject	0	10	CudfProject	0	9	1	17	1	17	0	11	10
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	7	CudfCoalescePartitions	0	9	1	17	1	17	0	16	15
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	8	CudfAggregate{Merge}	0	9	1		1	17	1	261	259
tpch	40	q19	bp-tp1-single	7	GpuAggregateBatches	0	9	CudfProject{finalize}	0	9	1	17	1	17	0	12	10
tpch	40	q19	bp-tp1-single	6	GpuAggregate	0	6	CudfAggregate{Partial}	0	9	4526	145964	1	17	1	597	596
tpch	40	q19	bp-tp1-single	5	GpuJoin	0	5	CudfHashJoin{Inner}	0	9	5162405	291265014	4526	145964	2	5871	5764
tpch	40	q19	bp-tp1-single	2	GpuCoalesceAllBatches	0	2	CudfCoalescePartitions	0	9	19343	682010	19343	682010	0	185	184
tpch	40	q19	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	9	8000000	288601447	19343	682010	2	8344	8342
tpch	40	q19	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	9	0	0	8000000	288601447	2	45242	45240
tpch	40	q19	bp-tp1-single	4	GpuFilter	0	4	CudfFilter	0	9	240012290	19449460578	5143062	290583004	5	58897	59024
tpch	40	q19	bp-tp1-single	3	GpuLoadParquet	0	3	CudfScan	0	9	0	0	240012290	19449460578	3	617586	617585
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	0	1	17	1	17	0	11	10
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	0	1	17	1	17	0	12	12
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	0	1		1	17	0	269	268
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	0	1	17	1	17	0	12	11
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	0	4565749	147245406	1	17	1	1059	998
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	0	36618240	1922457600	4565749	147245406	2	4646	4714
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	0	0	0	36618240	1922457600	2	84486	84484
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	1	1	17	1	17	0	10	9
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	1	1	17	1	17	0	13	13
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	1	1		1	17	0	266	265
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	1	1	17	1	17	0	10	9
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	1	4565749	147245406	1	17	1	1044	982
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	1	36618240	1922457600	4565749	147245406	2	4631	4698
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	1	0	0	36618240	1922457600	2	83775	83774
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	2	1	17	1	17	0	11	10
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	2	1	17	1	17	0	13	13
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	2	1		1	17	0	269	268
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	2	1	17	1	17	0	12	10
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	2	4565749	147245406	1	17	0	1045	985
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	2	36618240	1922457600	4565749	147245406	2	4630	4696
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	2	0	0	36618240	1922457600	1	83642	83640
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	3	1	17	1	17	0	10	9
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	3	1	17	1	17	0	13	13
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	3	1		1	17	0	270	268
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	3	1	17	1	17	0	11	10
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	3	4565749	147245406	1	17	0	1039	978
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	3	36618240	1922457600	4565749	147245406	2	4648	4715
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	3	0	0	36618240	1922457600	1	82571	82569
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	4	1	17	1	17	0	11	10
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	4	1	17	1	17	0	12	12
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	4	1		1	17	0	265	264
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	4	1	17	1	17	0	11	10
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	4	4565749	147245406	1	17	0	1051	991
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	4	36618240	1922457600	4565749	147245406	2	4638	4706
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	4	0	0	36618240	1922457600	2	81819	81818
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	5	1	17	1	17	0	10	9
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	5	1	17	1	17	0	14	13
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	5	1		1	17	0	269	268
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	5	1	17	1	17	0	11	10
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	5	4565749	147245406	1	17	0	1040	982
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	5	36618240	1922457600	4565749	147245406	2	4630	4694
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	5	0	0	36618240	1922457600	2	81144	81143
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	6	1	17	1	17	0	12	11
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	6	1	17	1	17	0	13	13
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	6	1		1	17	0	273	272
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	6	1	17	1	17	0	12	10
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	6	4565749	147245406	1	17	1	1064	1005
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	6	36618240	1922457600	4565749	147245406	2	4641	4707
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	6	0	0	36618240	1922457600	1	81160	81159
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	7	1	17	1	17	0	10	9
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	7	1	17	1	17	0	13	13
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	7	1		1	17	0	269	268
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	7	1	17	1	17	0	11	10
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	7	4565749	147245406	1	17	0	1045	984
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	7	36618240	1922457600	4565749	147245406	2	4630	4698
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	7	0	0	36618240	1922457600	1	80748	80746
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	8	1	17	1	17	0	10	9
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	8	1	17	1	17	0	13	12
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	8	1		1	17	0	264	263
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	8	1	17	1	17	0	11	10
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	8	4565749	147245406	1	17	0	1050	989
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	8	36618240	1922457600	4565749	147245406	2	4644	4712
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	8	0	0	36618240	1922457600	1	80703	80702
tpch	40	q6	bp-tp1-single	4	GpuProject	0	6	CudfProject	0	9	1	17	1	17	0	10	9
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	9	1	17	1	17	0	12	12
